"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"414","403STC064_02052003_BMI_CSBP_Trans_1.0","403STC064","2003-02-05 00:00:00",2003,1,1.02103641,34.55806,-119.10361,"Ventura",17567965,c(-119.10361, 34.55806),24.7639708192604,28.635905259069,10.4609027252323,12.6782429843929,10.3334227085203,0
"415","403STC064_06082011_BMI_RWB_1.0","403STC064","2011-06-08 00:00:00",2011,1,1.03093278,34.55806,-119.10361,"Ventura",17567965,c(-119.10361, 34.55806),23.1288034276948,27.5925346139911,9.87701172988711,13.6491359168922,10.628371372713,0
"416","403STC065_02042003_BMI_CSBP_Trans_1.0","403STC065","2003-02-04 00:00:00",2003,1,1.07883694,34.63056,-118.53611,"Los Angeles",17569603,c(-118.53611, 34.63056),24.4629481163041,30.9520409535106,10.6742902195994,15.6040273868564,12.7234588960501,13
"417","403STC066_02062003_BMI_CSBP_Trans_1.0","403STC066","2003-02-06 00:00:00",2003,1,1.06514055,34.585,-119.16472,"Ventura",17567841,c(-119.16472, 34.585),24.2594927968429,26.4739407895588,9.6622539301175,10.930041904436,8.69188569677378,0
"418","403STC069_06042003_BMI_CSBP_Trans_1.0","403STC069","2003-06-04 00:00:00",2003,1,1.02138303,34.68111,-119.02111,"Ventura",17567285,c(-119.02111, 34.68111),23.6617805484133,26.3470551014278,8.18061013157173,12.3073010793041,9.0406877362808,0
"419","403STC070_02052003_BMI_CSBP_Trans_1.0","403STC070","2003-02-05 00:00:00",2003,1,1.11039172,34.56667,-119.26278,"Ventura",17567911,c(-119.26278, 34.56667),23.5707952588438,27.1466510251632,9.37954724838266,12.144970163947,9.86963622119556,0
"420","403STC071_02072003_BMI_CSBP_Trans_1.0","403STC071","2003-02-07 00:00:00",2003,1,0.75447842,34.68278,-118.84361,"Ventura",17569253,c(-118.84361, 34.68278),23.3363398406192,25.6613700689992,8.49574092859777,11.3384295251218,8.56953401066437,0
"421","403STC076_02052003_BMI_CSBP_Trans_1.0","403STC076","2003-02-05 00:00:00",2003,1,0.91153543,34.42472,-118.76278,"Ventura",17574539,c(-118.76278, 34.42472),24.0720337555352,28.8778635455591,12.8737644289317,13.0334477304896,10.1961342415634,0
"422","403STC083_02072003_BMI_CSBP_Trans_1.0","403STC083","2003-02-07 00:00:00",2003,1,0.93372099,34.62833,-118.74528,"Los Angeles",17572259,c(-118.74528, 34.62833),23.1038013114439,26.7442285289855,9.39039226450758,12.3988165350085,9.55161396366282,0
"423","403STC085_06042003_BMI_CSBP_Trans_1.0","403STC085","2003-06-04 00:00:00",2003,1,1.03365198,34.6425,-119.0775,"Ventura",17567423,c(-119.0775, 34.6425),23.1207784403784,25.8144742315612,8.02969218745532,11.8771429691984,8.91501569396908,0
"424","403STC086_02062003_BMI_CSBP_Trans_1.0","403STC086","2003-02-06 00:00:00",2003,1,0.9445516,34.55667,-119.20611,"Ventura",17567995,c(-119.20611, 34.55667),23.708939640973,27.8961104702218,9.630607942125,12.7346916970705,10.4969346337833,0
"425","403STC086_06212011_BMI_RWB_MCM_1.0","403STC086","2011-06-21 00:00:00",2011,1,1.00743207,34.55667,-119.20611,"Ventura",17567995,c(-119.20611, 34.55667),22.2094230048604,26.9376272075774,9.11594333356904,13.8267994185737,10.8440160415448,0
"426","403STC090_02062003_BMI_CSBP_Trans_1.0","403STC090","2003-02-06 00:00:00",2003,1,0.95659455,34.37889,-119.0625,"Ventura",948070346,c(-119.0625, 34.37889),23.3107335949303,30.9878370617097,12.5236409192375,15.2720360054843,12.7862296432109,18
"427","403STC093_02072003_BMI_CSBP_Trans_1.0","403STC093","2003-02-07 00:00:00",2003,1,0.89525674,34.70806,-118.97333,"Ventura",17569153,c(-118.97333, 34.70806),24.0665117450392,25.8270606922662,8.47613319225851,11.5168053266155,8.17799885262854,0
"428","403STCBQT_02042003_BMI_CSBP_Trans_1.0","403STCBQT","2003-02-04 00:00:00",2003,1,0.38044278,34.42782,-118.54022,"Los Angeles",948070272,c(-118.54022, 34.42782),24.2990262393534,33.9285100788665,12.5035496871931,18.2919802318424,15.4617803528063,128
"429","403STCBQT_10312001_BMI_CSBP_Trans_1.0","403STCBQT","2001-10-31 00:00:00",2001,1,0.49955232,34.42782,-118.54022,"Los Angeles",948070272,c(-118.54022, 34.42782),23.080347526009,32.933617970295,14.2099044442204,18.5438668125173,15.5277677375704,119
"430","403STCCTC_11012001_BMI_CSBP_Trans_1.0","403STCCTC","2001-11-01 00:00:00",2001,1,0.58021054,34.49688,-118.6123,"Los Angeles",17575807,c(-118.6123, 34.49688),23.0490149524453,30.4940658288584,14.0661184435522,16.1973247320702,13.1095349067935,28
"431","403STCEST_02062003_BMI_CSBP_Trans_1.0","403STCEST","2003-02-06 00:00:00",2003,1,0.47477421,34.23557,-119.21674,"Ventura",17573705,c(-119.21674, 34.23557),21.0994565011938,25.0269730389022,14.8472892552871,8.17142502420258,6.58980213965612,0
"432","403STCNRB_02042003_BMI_CSBP_Trans_1.0","403STCNRB","2003-02-04 00:00:00",2003,1,0.51349281,34.40138,-118.70012,"Ventura",17574697,c(-118.70012, 34.40138),23.9926624373202,30.9573760218923,13.3455059175939,14.5869013695829,11.9474598595373,24
"433","403STCNRB_10302001_BMI_CSBP_Trans_1.0","403STCNRB","2001-10-30 00:00:00",2001,1,0.63850221,34.40138,-118.70012,"Ventura",17574697,c(-118.70012, 34.40138),22.9091469273913,29.6395489369639,14.6869490076424,14.7792458769036,11.9127450012524,0
"434","403STCPRU_11072001_BMI_CSBP_Trans_1.0","403STCPRU","2001-11-07 00:00:00",2001,1,0.86073046,34.40894,-118.78483,"Ventura",17574677,c(-118.78483, 34.40894),23.3148074769576,27.88985370484,14.6074150330755,13.0860772919247,10.1610727403471,0
"435","403STCSFO_10312001_BMI_CSBP_Trans_1.0","403STCSFO","2001-10-31 00:00:00",2001,1,0.88314125,34.52722,-118.52727,"Los Angeles",17572339,c(-118.52727, 34.52722),23.2276673484208,32.9372876576712,14.0867131157936,18.2877918534228,15.2669728270031,109
"436","403STCSSP_02042003_BMI_CSBP_Trans_1.0","403STCSSP","2003-02-04 00:00:00",2003,1,0.75881971,34.39414,-118.94096,"Ventura",17574807,c(-118.94096, 34.39414),24.4608582867153,29.9341461764742,13.0832713713703,13.5129204458354,10.9307580403883,0
"437","403STCSTP_10312001_BMI_CSBP_Trans_1.0","403STCSTP","2001-10-31 00:00:00",2001,1,0.94075926,34.39583,-119.07567,"Ventura",17573647,c(-119.07567, 34.39583),21.9229872511385,29.1944277159012,13.4411646499522,15.753263065949,12.6535159513511,0
"438","403WE0501_05142013_BMI_RWB_1.0","403WE0501","2013-05-14 00:00:00",2013,1,0.80794395,34.54172,-118.77286,"Ventura",17570115,c(-118.77286, 34.54172),23.6926478968582,32.5235372354881,11.4352309465074,18.4936319534807,13.0419766979766,8
"439","403WE0501_06072001_BMI_CSBP_Trans_1.0","403WE0501","2001-06-07 00:00:00",2001,1,1.05702149,34.54172,-118.77286,"Ventura",17570115,c(-118.77286, 34.54172),22.6379456524447,29.5802141668762,13.1659053108658,16.1336601787086,12.8105935093227,0
"440","403WE0501_06072001_BMI_RWB_1.0","403WE0501","2001-06-07 00:00:00",2001,1,1.0714429,34.54172,-118.77286,"Ventura",17570115,c(-118.77286, 34.54172),22.6379456524447,29.5802141668762,13.1659053108658,16.1336601787086,12.8105935093227,0
"441","403WE0501_06072001_BMI_TRC_1.0","403WE0501","2001-06-07 00:00:00",2001,1,1.01985286,34.54172,-118.77286,"Ventura",17570115,c(-118.77286, 34.54172),22.6379456524447,29.5802141668762,13.1659053108658,16.1336601787086,12.8105935093227,0
"442","403WE0534_06202000_BMI_RWB_1.0","403WE0534","2000-06-20 00:00:00",2000,1,1.00249934,34.61359,-118.77983,"Los Angeles",17569679,c(-118.77983, 34.61359),23.4868830243096,27.9481409926537,11.9499416365669,15.3703623297426,9.92375681653323,0
"443","403WE0534_06202000_BMI_TRC_1.0","403WE0534","2000-06-20 00:00:00",2000,1,1.00113448,34.61359,-118.77983,"Los Angeles",17569679,c(-118.77983, 34.61359),23.4868830243096,27.9481409926537,11.9499416365669,15.3703623297426,9.92375681653323,0
"444","403WE0535_06132000_BMI_CSBP_Trans_1.0","403WE0535","2000-06-13 00:00:00",2000,1,0.9510975,34.43957,-118.75907,"Ventura",17574539,c(-118.75907, 34.43957),23.4396496158772,29.5524010943801,13.1353140910973,15.5629358107916,10.3165140045616,0
"445","403WE0535_06132000_BMI_RWB_1.0","403WE0535","2000-06-13 00:00:00",2000,1,0.81623696,34.43957,-118.75907,"Ventura",17574539,c(-118.75907, 34.43957),23.4396496158772,29.5524010943801,13.1353140910973,15.5629358107916,10.3165140045616,0
"446","403WE0535_06132000_BMI_TRC_1.0","403WE0535","2000-06-13 00:00:00",2000,1,0.94316292,34.43957,-118.75907,"Ventura",17574539,c(-118.75907, 34.43957),23.4396496158772,29.5524010943801,13.1353140910973,15.5629358107916,10.3165140045616,0
"447","403WE0540_05142014_BMI_RWB_1.0","403WE0540","2014-05-14 00:00:00",2014,1,0.8059362,34.65136,-119.11845,"Ventura",17567407,c(-119.11845, 34.65136),21.43605817852,24.8121408475954,9.38115848756819,12.5273009282127,9.01471718286047,0
"448","403WE0540_05162013_BMI_RWB_1.0","403WE0540","2013-05-16 00:00:00",2013,1,0.90466801,34.65136,-119.11845,"Ventura",17567407,c(-119.11845, 34.65136),23.0132413242448,25.944244528243,8.36365844501906,14.25970644544,9.05050314728929,0
"449","403WE0540_06212000_BMI_CSBP_Trans_1.0","403WE0540","2000-06-21 00:00:00",2000,1,0.93235554,34.65136,-119.11845,"Ventura",17567407,c(-119.11845, 34.65136),21.5639981925117,25.0460431270992,8.64082849545826,14.6295807370487,9.09900813751491,0
"450","403WE0540_06212000_BMI_RWB_1.0","403WE0540","2000-06-21 00:00:00",2000,1,0.90582901,34.65136,-119.11845,"Ventura",17567407,c(-119.11845, 34.65136),21.5639981925117,25.0460431270992,8.64082849545826,14.6295807370487,9.09900813751491,0
"451","403WE0540_06212000_BMI_TRC_1.0","403WE0540","2000-06-21 00:00:00",2000,1,0.97594005,34.65136,-119.11845,"Ventura",17567407,c(-119.11845, 34.65136),21.5639981925117,25.0460431270992,8.64082849545826,14.6295807370487,9.09900813751491,0
"452","403WE0558_06282000_BMI_CSBP_Trans_1.0","403WE0558","2000-06-28 00:00:00",2000,1,0.98571835,34.49347,-118.45703,"Los Angeles",17574011,c(-118.45703, 34.49347),23.0477469029452,31.0340963633415,12.039626567489,18.3566074585437,13.2316691556846,30
"453","403WE0558_06282000_BMI_RWB_1.0","403WE0558","2000-06-28 00:00:00",2000,1,0.91572895,34.49347,-118.45703,"Los Angeles",17574011,c(-118.45703, 34.49347),23.0477469029452,31.0340963633415,12.039626567489,18.3566074585437,13.2316691556846,30
"454","403WE0558_06282000_BMI_TRC_1.0","403WE0558","2000-06-28 00:00:00",2000,1,1.03730301,34.49347,-118.45703,"Los Angeles",17574011,c(-118.45703, 34.49347),23.0477469029452,31.0340963633415,12.039626567489,18.3566074585437,13.2316691556846,30
"455","403WE0560_07132000_BMI_CSBP_Trans_1.0","403WE0560","2000-07-13 00:00:00",2000,1,0.9969727,34.55841,-119.14079,"Ventura",17567993,c(-119.14079, 34.55841),22.6741998491517,27.6431910445473,10.8198475267442,15.8506096963505,10.4551903094831,0
"456","403WE0560_07132000_BMI_RWB_1.0","403WE0560","2000-07-13 00:00:00",2000,1,0.76229701,34.55841,-119.14079,"Ventura",17567993,c(-119.14079, 34.55841),22.6741998491517,27.6431910445473,10.8198475267442,15.8506096963505,10.4551903094831,0
"457","403WE0560_07132000_BMI_TRC_1.0","403WE0560","2000-07-13 00:00:00",2000,1,1.09722006,34.55841,-119.14079,"Ventura",17567993,c(-119.14079, 34.55841),22.6741998491517,27.6431910445473,10.8198475267442,15.8506096963505,10.4551903094831,0
"458","403WE0682_04302002_BMI_RWB_1.0","403WE0682","2002-04-30 00:00:00",2002,1,1.12356545,34.57066,-118.38974,"Los Angeles",17569981,c(-118.38974, 34.57066),22.0583681051457,28.9589708520202,9.57716318309921,17.1504462136508,12.7806874452147,0
"459","403WE0682_04302002_BMI_TRC_1.0","403WE0682","2002-04-30 00:00:00",2002,1,0.97915294,34.57066,-118.38974,"Los Angeles",17569981,c(-118.38974, 34.57066),22.0583681051457,28.9589708520202,9.57716318309921,17.1504462136508,12.7806874452147,0
"460","403WE0683_05082002_BMI_RWB_1.0","403WE0683","2002-05-08 00:00:00",2002,1,1.30889677,34.43952,-119.07616,"Ventura",17572791,c(-119.07616, 34.43952),23.5068934590945,29.589492096736,12.1040084800172,16.1883747546929,12.0394551748368,0
"461","403WE0683_05082002_BMI_TRC_1.0","403WE0683","2002-05-08 00:00:00",2002,1,1.1330132,34.43952,-119.07616,"Ventura",17572791,c(-119.07616, 34.43952),23.5068934590945,29.589492096736,12.1040084800172,16.1883747546929,12.0394551748368,0
"462","403WE0683_05152013_BMI_RWB_1.0","403WE0683","2013-05-15 00:00:00",2013,1,1.2558248,34.43952,-119.07616,"Ventura",17572791,c(-119.07616, 34.43952),24.0444937730442,31.7485016997262,12.3391225085946,17.2790538320976,12.1983454155071,7
"463","403WE0746_07312001_BMI_CSBP_Trans_1.0","403WE0746","2001-07-31 00:00:00",2001,1,1.06214675,34.39548,-119.07511,"Ventura",17572865,c(-119.07511, 34.39548),22.4713474403846,32.0397717705342,13.9373202490317,18.1024515215025,15.0149800429285,100
"464","403WE0746_07312001_BMI_RWB_1.0","403WE0746","2001-07-31 00:00:00",2001,1,0.92618752,34.39548,-119.07511,"Ventura",17572865,c(-119.07511, 34.39548),22.4713474403846,32.0397717705342,13.9373202490317,18.1024515215025,15.0149800429285,100
"465","403WE0746_07312001_BMI_TRC_1.0","403WE0746","2001-07-31 00:00:00",2001,1,1.08185309,34.39548,-119.07511,"Ventura",17572865,c(-119.07511, 34.39548),22.4713474403846,32.0397717705342,13.9373202490317,18.1024515215025,15.0149800429285,100
"466","403WE0795_06062001_BMI_CSBP_Trans_1.0","403WE0795","2001-06-06 00:00:00",2001,1,1.08652805,34.6408,-119.08094,"Ventura",17567425,c(-119.08094, 34.6408),21.7911722851598,25.5435756935636,12.1578111847977,11.3508672860552,9.01417177550413,0
"467","403WE0795_06062001_BMI_RWB_1.0","403WE0795","2001-06-06 00:00:00",2001,1,0.91824619,34.6408,-119.08094,"Ventura",17567425,c(-119.08094, 34.6408),21.7911722851598,25.5435756935636,12.1578111847977,11.3508672860552,9.01417177550413,0
"468","403WE0795_06062001_BMI_TRC_1.0","403WE0795","2001-06-06 00:00:00",2001,1,0.9775957,34.6408,-119.08094,"Ventura",17567425,c(-119.08094, 34.6408),21.7911722851598,25.5435756935636,12.1578111847977,11.3508672860552,9.01417177550413,0
"469","403WE0809_06052001_BMI_CSBP_Trans_1.0","403WE0809","2001-06-05 00:00:00",2001,1,1.24824439,34.5515,-119.20811,"Ventura",17568017,c(-119.20811, 34.5515),21.3737725472551,27.9378924022799,11.7499924887075,14.6712642149903,11.98424087419,0
"470","403WE0809_06052001_BMI_RWB_1.0","403WE0809","2001-06-05 00:00:00",2001,1,1.18927595,34.5515,-119.20811,"Ventura",17568017,c(-119.20811, 34.5515),21.3737725472551,27.9378924022799,11.7499924887075,14.6712642149903,11.98424087419,0
"471","403WE0809_06052001_BMI_TRC_1.0","403WE0809","2001-06-05 00:00:00",2001,1,1.20709612,34.5515,-119.20811,"Ventura",17568017,c(-119.20811, 34.5515),21.3737725472551,27.9378924022799,11.7499924887075,14.6712642149903,11.98424087419,0
"472","403WE0891_06142001_BMI_CSBP_Trans_1.0","403WE0891","2001-06-14 00:00:00",2001,1,1.03450054,34.65926,-119.14255,"Ventura",17567365,c(-119.14255, 34.65926),21.2911049655386,24.7910474603138,11.7539079672371,10.7834220144356,8.64178536122773,0
"473","403WE0891_06142001_BMI_RWB_1.0","403WE0891","2001-06-14 00:00:00",2001,1,1.06232035,34.65926,-119.14255,"Ventura",17567365,c(-119.14255, 34.65926),21.2911049655386,24.7910474603138,11.7539079672371,10.7834220144356,8.64178536122773,0
"474","403WE0891_06142001_BMI_TRC_1.0","403WE0891","2001-06-14 00:00:00",2001,1,1.00775159,34.65926,-119.14255,"Ventura",17567365,c(-119.14255, 34.65926),21.2911049655386,24.7910474603138,11.7539079672371,10.7834220144356,8.64178536122773,0
"475","403WE0905_06272001_BMI_CSBP_Trans_1.0","403WE0905","2001-06-27 00:00:00",2001,1,1.08978471,34.55734,-119.24876,"Ventura",17568579,c(-119.24876, 34.55734),22.0566015229746,26.6074888719048,12.1948842692883,12.9310459220354,10.1931325232507,0
"476","403WE0905_06272001_BMI_RWB_1.0","403WE0905","2001-06-27 00:00:00",2001,1,1.06008966,34.55734,-119.24876,"Ventura",17568579,c(-119.24876, 34.55734),22.0566015229746,26.6074888719048,12.1948842692883,12.9310459220354,10.1931325232507,0
"477","403WE0905_06272001_BMI_TRC_1.0","403WE0905","2001-06-27 00:00:00",2001,1,0.93767205,34.55734,-119.24876,"Ventura",17568579,c(-119.24876, 34.55734),22.0566015229746,26.6074888719048,12.1948842692883,12.9310459220354,10.1931325232507,0
"478","403WE0905_07222008_BMI_RWB_1.0","403WE0905","2008-07-22 00:00:00",2008,1,1.12192297,34.55734,-119.24876,"Ventura",17568579,c(-119.24876, 34.55734),23.1356760697801,27.4700638760281,8.81735369175942,17.9030949814122,10.5157333436248,0
"479","403WE1021_05012002_BMI_RWB_1.0","403WE1021","2002-05-01 00:00:00",2002,1,1.08139874,34.63193,-118.52977,"Los Angeles",17569571,c(-118.52977, 34.63193),24.0217083177734,30.5626181825168,10.6799709187656,17.4842693918333,13.0905067921473,24
"480","403WE1021_05012002_BMI_TRC_1.0","403WE1021","2002-05-01 00:00:00",2002,1,0.99091428,34.63193,-118.52977,"Los Angeles",17569571,c(-118.52977, 34.63193),24.0217083177734,30.5626181825168,10.6799709187656,17.4842693918333,13.0905067921473,24
"481","403WE1027_05022002_BMI_RWB_1.0","403WE1027","2002-05-02 00:00:00",2002,1,0.90997481,34.72654,-119.02842,"Ventura",17567207,c(-119.02842, 34.72654),22.0065260868991,24.5446611216438,7.87170507253525,11.5658255345319,8.07428789353092,0
"482","403WE1027_05022002_BMI_TRC_1.0","403WE1027","2002-05-02 00:00:00",2002,1,0.94747721,34.72654,-119.02842,"Ventura",17567207,c(-119.02842, 34.72654),22.0065260868991,24.5446611216438,7.87170507253525,11.5658255345319,8.07428789353092,0
"483","403WE1027_05142014_BMI_RWB_1.0","403WE1027","2014-05-14 00:00:00",2014,1,1.08425206,34.72654,-119.02842,"Ventura",17567207,c(-119.02842, 34.72654),21.1358985842632,23.5812667435222,9.04320480380259,11.3354759302256,7.81732021032707,0
"484","403WE1027_05302013_BMI_RWB_1.0","403WE1027","2013-05-30 00:00:00",2013,1,1.02813943,34.72654,-119.02842,"Ventura",17567207,c(-119.02842, 34.72654),22.6801189726759,24.4358008365423,8.08323422512099,13.1117298319899,7.94933527770168,0
"485","404ARRSEQ_06062012_BMI_RWB_1.0","404ARRSEQ","2012-06-06 00:00:00",2012,1,1.0311262,34.08506,-118.91206,"Los Angeles",20365007,c(-118.91206, 34.08506),19.6282279328268,32.5775901027484,11.7383423533442,18.3617336732697,15.6313038258677,31
"486","404BA0084_06042008_BMI_RWB_1.0","404BA0084","2008-06-04 00:00:00",2008,1,1.07693498,34.09079,-118.94926,"Ventura",20365103,c(-118.94926, 34.09079),19.7498837914909,31.3505455041696,11.2222572014453,19.4794283827292,15.3784335856126,19
"487","404BA0104_06182008_BMI_RWB_1.0","404BA0104","2008-06-18 00:00:00",2008,1,0.69949583,34.09419,-118.73235,"Los Angeles",20364957,c(-118.73235, 34.09419),22.4845903768121,33.9495163595115,11.6557190045051,21.0078406240607,15.6820139302225,55
"488","404BA0142_06182008_BMI_RWB_1.0","404BA0142","2008-06-18 00:00:00",2008,1,1.24578076,34.05144,-118.77622,"Los Angeles",20365145,c(-118.77622, 34.05144),21.1621779781387,32.487291376179,11.6480549963268,20.0871458283192,15.3371973405253,38
"489","404BA0376_06052008_BMI_RWB_1.0","404BA0376","2008-06-05 00:00:00",2008,1,0.96677924,34.11648,-118.66164,"Los Angeles",20364947,c(-118.66164, 34.11648),22.6474412778893,33.9173518684001,11.4310846175186,21.1171641889984,15.7586692335897,55
"490","404BA0526_06042008_BMI_RWB_1.0","404BA0526","2008-06-04 00:00:00",2008,1,1.05099923,34.04298,-118.87219,"Los Angeles",20365143,c(-118.87219, 34.04298),20.3674562522306,32.2280546020187,11.4826276887965,20.1020598549726,15.725740905472,37
"491","404BA0616_06032008_BMI_RWB_1.0","404BA0616","2008-06-03 00:00:00",2008,1,0.73226574,34.17453,-118.69879,"Ventura",20364691,c(-118.69879, 34.17453),22.8389346363907,34.2188884945847,10.9766586103096,21.2181104840821,16.1110602426569,66
"492","404BA0808_06022008_BMI_RWB_1.0","404BA0808","2008-06-02 00:00:00",2008,1,0.74281603,34.11411,-118.77906,"Los Angeles",20364887,c(-118.77906, 34.11411),22.6128426595821,34.1009842243259,11.489494260347,21.114855308597,15.7843313222718,45
"493","404BA0808_06032014_BMI_RWB_MCM_1.0","404BA0808","2014-06-03 00:00:00",2014,1,0.41856406,34.11411,-118.77906,"Los Angeles",20364887,c(-118.77906, 34.11411),21.1989841469122,32.8135394639594,13.0119163738929,19.6512235849109,15.5888021695188,74
"494","404BA0852_06032008_BMI_RWB_1.0","404BA0852","2008-06-03 00:00:00",2008,1,0.90881297,34.07877,-118.82037,"Los Angeles",20365057,c(-118.82037, 34.07877),19.4609232471277,30.3512238986635,9.7149184346033,19.6564098722011,14.5724559694749,7
"495","404BA0964_06042008_BMI_RWB_1.0","404BA0964","2008-06-04 00:00:00",2008,1,0.78731166,34.06133,-118.9649,"Ventura",20365103,c(-118.9649, 34.06133),19.7498837914909,31.3505455041696,11.2222572014453,19.4794283827292,15.3784335856126,19
"496","404BA1144_06102008_BMI_RWB_1.0","404BA1144","2008-06-10 00:00:00",2008,1,1.10947495,34.06064,-118.63755,"Los Angeles",20365109,c(-118.63755, 34.06064),20.9641952043106,31.7651609690164,11.3461188030192,19.9059647643771,14.9128693665837,26
"497","404BA1166_06042009_BMI_RWB_1.0","404BA1166","2009-06-04 00:00:00",2009,1,1.04741078,34.03761,-118.75038,"Los Angeles",20365911,c(-118.75038, 34.03761),21.1570357422519,32.8810719511081,12.7153111022629,18.5004922683117,15.0085094794937,45
"498","404BA1166_06102008_BMI_RWB_1.0","404BA1166","2008-06-10 00:00:00",2008,1,0.89465781,34.03761,-118.75038,"Los Angeles",20365911,c(-118.75038, 34.03761),21.4691935839453,32.5958277050569,12.4395958198755,19.740457032286,15.2572617040877,45
"499","404CE0316_07242007_BMI_RWB_1.0","404CE0316","2007-07-24 00:00:00",2007,1,0.37943871,33.99722,-118.4025,"Los Angeles",20366291,c(-118.4025, 33.99722),20.5779197092084,34.470336666908,13.2505531790929,20.4899307646037,16.2708404824269,117
"500","404CE0316_07242007_BMI_TRC_1.0","404CE0316","2007-07-24 00:00:00",2007,1,0.51478893,33.99722,-118.4025,"Los Angeles",20366291,c(-118.4025, 33.99722),20.5779197092084,34.470336666908,13.2505531790929,20.4899307646037,16.2708404824269,117
"501","404LVCALC_09192005_BMI_CSBP_Trans_1.0","404LVCALC","2005-09-19 00:00:00",2005,1,0.48600002,34.12573,-118.70748,"Los Angeles",20364891,c(-118.70748, 34.12573),21.0372801726325,33.1075493299442,12.632577018479,18.9159311879683,15.7773335661417,70
"502","404LVCALC_09192005_BMI_RWB_1.0","404LVCALC","2005-09-19 00:00:00",2005,1,0.5547947,34.12573,-118.70748,"Los Angeles",20364891,c(-118.70748, 34.12573),21.0372801726325,33.1075493299442,12.632577018479,18.9159311879683,15.7773335661417,70
"503","404LVCALC_09192005_BMI_RWB_MCM_1.0","404LVCALC","2005-09-19 00:00:00",2005,1,0.49027137,34.12573,-118.70748,"Los Angeles",20364891,c(-118.70748, 34.12573),21.0372801726325,33.1075493299442,12.632577018479,18.9159311879683,15.7773335661417,70
"504","404S01128_06232010_BMI_RWB_1.0","404S01128","2010-06-23 00:00:00",2010,1,0.60770655,34.1039,-118.71271,"Los Angeles",20364949,c(-118.71271, 34.1039),21.4162680351739,34.3312835273171,12.9780934968799,20.6238222299096,16.1254813779176,57
"505","404S02920_05122009_BMI_RWB_1.0","404S02920","2009-05-12 00:00:00",2009,1,0.53253853,34.17748,-118.767,"Ventura",20364685,c(-118.767, 34.17748),22.2467999782491,33.5836566489474,12.297651667176,19.4315102911489,15.5945629871638,70
"506","404S03048_05132009_BMI_RWB_MCM_1.0","404S03048","2009-05-13 00:00:00",2009,1,0.73298237,34.18426,-118.79089,"Ventura",948070152,c(-118.79089, 34.18426),21.9033558773796,33.5726182657926,12.0570419627272,19.7011514834576,15.8069589278161,69
"507","404S05992_05122009_BMI_RWB_MCM_1.0","404S05992","2009-05-12 00:00:00",2009,1,0.56262023,34.15698,-118.75877,"Los Angeles",20364737,c(-118.75877, 34.15698),22.3968051328354,34.1163659625164,12.4689365678642,19.818790653987,15.9225373436818,78
"508","404S06456_05142009_BMI_RWB_1.0","404S06456","2009-05-14 00:00:00",2009,1,0.98441643,34.06463,-118.58685,"Los Angeles",20365153,c(-118.58685, 34.06463),19.9414883154034,31.9068334948986,11.7555609106856,18.6489527201104,15.1334249383027,26
"509","404S08040_05122009_BMI_RWB_MCM_1.0","404S08040","2009-05-12 00:00:00",2009,1,0.38479827,34.14358,-118.75527,"Los Angeles",20365885,c(-118.75527, 34.14358),22.565054940649,33.9981480068659,12.650412777087,19.5363783861195,15.6203664089821,78
"510","404S08616_05132009_BMI_RWB_MCM_1.0","404S08616","2009-05-13 00:00:00",2009,1,0.45004222,34.12188,-118.7924,"Los Angeles",20364835,c(-118.7924, 34.12188),21.6956543199566,33.3517214073639,12.099907833729,19.5544458320073,15.5322329407979,51
"511","404S08846_06222010_BMI_RWB_1.0","404S08846","2010-06-22 00:00:00",2010,1,0.95209336,34.05442,-118.58176,"Los Angeles",20365153,c(-118.58176, 34.05442),19.1112454899535,31.5536160810742,11.8025543271475,18.7144146126752,15.3126342200552,11
"512","404S11406_05112009_BMI_RWB_1.0","404S11406","2009-05-11 00:00:00",2009,1,0.62732998,34.04939,-118.69,"Los Angeles",20365167,c(-118.69, 34.04939),20.7883984970829,32.752488658345,12.2954679272591,18.9101361857925,15.0878194416663,39
"513","404S11880_06072011_BMI_RWB_1.0","404S11880","2011-06-07 00:00:00",2011,1,0.68140135,34.12529,-118.70827,"Los Angeles",20364891,c(-118.70827, 34.12529),20.8997560514705,32.6228971476727,11.7068302255823,19.7637496952817,16.1451489244871,74
"514","404S13160_06212010_BMI_RWB_1.0","404S13160","2010-06-21 00:00:00",2010,1,0.21384633,34.1578,-118.75973,"Los Angeles",20364737,c(-118.75973, 34.1578),21.7591109155525,34.4577134599503,12.475343425143,21.0169183603346,16.1956355454872,58
"515","404S13416_06082011_BMI_RWB_1.0","404S13416","2011-06-08 00:00:00",2011,1,0.76466739,34.09875,-118.71594,"Los Angeles",20364949,c(-118.71594, 34.09875),20.5246466477966,32.3936570213262,11.8758936255358,19.6411694314443,16.0090712261121,71
"516","404S13672_06082011_BMI_RWB_1.0","404S13672","2011-06-08 00:00:00",2011,1,0.74681318,34.0754,-118.70292,"Los Angeles",20365093,c(-118.70292, 34.0754),18.2770275274989,30.0030055957962,10.7286015361311,18.6359091187046,15.1217134410525,7
